CustomerID,Age,Gender,SubscriptionType,MonthlyCharges,TenureMonths,SupportTickets,PaymentMethod,SatisfactionScore,UsageHoursPerWeek,Churn
3351-NGXYI,68,Female,Premium,54.1,16,0,UPI,2,35,No
8984-EYLLL,25,Male,Enterprise,105.25,64,6,UPI,6,1,No
9057-MSWCO,44,Male,Basic,30.75,27,10,Credit Card,8,19,Yes
9833-TGFHX,44,Male,Basic,97.1,42,3,UPI,2,1,No
9294-TDIPC,51,Male,Enterprise,20.2,5,4,Debit Card,9,13,No
5229-DTFYB,38,Female,Premium,98.8,41,5,Debit Card,7,8,No
0104-PPXDV,47,Male,Enterprise,50.3,58,10,Net Banking,2,18,No
5176-LMJXE,50,Female,Premium,20.55,47,0,Net Banking,5,35,No
3583-KRKMD,45,Male,Enterprise,75.9,18,8,Debit Card,5,23,No
1010-DIAUQ,64,Male,Premium,96.5,5,9,UPI,7,26,Yes
9069-LGEUL,50,Male,Basic,59.95,23,3,UPI,5,38,No
7302-ZHMHP,22,Female,Enterprise,19.15,1,7,Credit Card,6,20,No
9571-EDEBV,65,Male,Basic,98.65,71,4,Net Banking,9,2,No
3520-FJGCV,36,Male,Basic,112.6,72,10,UPI,3,26,No
6563-VRERX,21,Male,Enterprise,20.6,33,7,UPI,3,36,No
0259-GBZSH,52,Male,Enterprise,85.65,2,0,Net Banking,8,25,Yes
6122-EFVKN,66,Male,Premium,35.75,24,7,Debit Card,10,30,No
2805-EDJPQ,34,Female,Premium,99.75,56,10,UPI,6,18,No
6862-CQUMB,61,Male,Basic,96.1,37,10,Credit Card,10,7,No
7156-MXBJE,45,Female,Premium,85.1,43,3,UPI,3,27,No
6158-HDPXZ,47,Male,Premium,25.35,1,1,UPI,2,11,No
9601-BRXPO,46,Female,Enterprise,104.95,25,10,Credit Card,2,37,Yes
2863-IMQDR,63,Female,Premium,89.65,61,5,Debit Card,2,8,No
5686-CMAWK,23,Male,Basic,86.75,17,1,Credit Card,5,11,No
5651-CRHKQ,52,Female,Premium,86.2,41,4,Credit Card,5,24,No
6905-NIQIN,58,Male,Basic,50.65,1,1,Net Banking,1,30,Yes
8204-YJCLA,54,Male,Enterprise,64.8,72,2,UPI,2,30,No
5167-ZFFMM,41,Male,Basic,90.85,1,10,Debit Card,2,15,Yes
6583-SZVGP,46,Male,Premium,108.1,48,5,UPI,4,35,No
4895-TMWIR,66,Male,Enterprise,19.95,11,0,Debit Card,7,39,Yes
0533-BNWKF,63,Female,Premium,85.45,55,5,Credit Card,3,24,Yes
1708-PBBOA,48,Female,Enterprise,54.75,42,2,Net Banking,5,8,No
8782-LKFPK,52,Male,Enterprise,90.4,44,6,Credit Card,9,20,No
5522-JBWMO,50,Male,Premium,44.0,1,1,UPI,5,26,No
3597-MVHJT,69,Female,Premium,95.6,27,5,Net Banking,9,24,No
9774-NRNAU,38,Male,Enterprise,84.8,27,7,Net Banking,1,22,No
0224-RLWWD,49,Female,Enterprise,44.3,2,0,UPI,9,5,No
9967-ATRFS,40,Female,Premium,19.9,19,10,Debit Card,5,15,No
3951-NJCVI,50,Female,Basic,95.05,42,10,Net Banking,8,36,No
2977-CEBSX,20,Female,Premium,90.05,66,8,Debit Card,5,37,No
0177-PXBAT,35,Male,Enterprise,109.9,33,4,Debit Card,6,29,No
6599-CEBNN,42,Female,Premium,73.95,34,4,Debit Card,8,15,Yes
2519-ERQOJ,59,Male,Basic,54.6,33,4,Net Banking,2,27,No
5876-QMYLD,48,Female,Premium,20.05,23,5,Credit Card,3,8,No
2277-AXSDC,20,Female,Enterprise,19.75,32,1,Net Banking,9,29,No
9442-JTWDL,57,Female,Premium,20.05,11,5,Credit Card,5,19,No
0979-PHULV,63,Male,Enterprise,99.45,69,10,Net Banking,5,31,Yes
3067-SVMTC,41,Female,Enterprise,55.9,68,3,Credit Card,9,9,No
5495-GPSRW,67,Male,Premium,19.7,20,7,Credit Card,10,10,No
7606-BPHHN,49,Male,Enterprise,19.8,72,10,Net Banking,3,37,No
4742-DRORA,64,Male,Enterprise,95.4,60,8,Debit Card,4,10,No
0111-KLBQG,39,Male,Basic,93.95,32,8,Debit Card,7,33,No
4800-VHZKI,40,Female,Basic,19.9,1,7,Credit Card,2,25,Yes
7989-CHGTL,19,Male,Basic,19.6,1,2,UPI,8,4,Yes
0334-GDDSO,44,Male,Basic,81.35,3,9,UPI,5,5,Yes
4163-NCJAK,59,Female,Enterprise,24.45,46,10,Net Banking,1,23,No
5233-AOZUF,19,Female,Premium,74.95,29,10,Net Banking,3,39,No
5973-EJGDP,43,Male,Enterprise,87.35,51,3,Net Banking,9,5,No
1996-DBMUS,34,Female,Enterprise,70.65,48,0,UPI,5,8,No
7916-VCCPB,57,Female,Enterprise,73.25,16,8,Debit Card,8,17,No
4686-GEFRM,50,Male,Premium,98.7,70,4,Net Banking,1,1,No
5249-QYHEX,26,Female,Basic,24.8,40,5,Net Banking,7,12,No
0578-SKVMF,60,Female,Enterprise,83.3,22,2,Debit Card,7,35,Yes
5564-NEMQO,65,Female,Enterprise,75.3,1,10,Credit Card,8,14,Yes
2233-FAGXV,56,Female,Basic,24.3,5,9,Net Banking,3,18,No
5605-IYGFG,46,Female,Enterprise,69.85,7,7,UPI,1,10,No
7663-ZTEGJ,59,Male,Premium,100.55,29,6,UPI,9,15,No
3935-TBRZZ,43,Male,Enterprise,25.7,44,0,Net Banking,1,33,No
8111-BKVDS,52,Female,Enterprise,40.7,10,9,UPI,6,19,No
2055-SIFSS,67,Female,Basic,51.65,55,4,Debit Card,9,34,No
2806-MLNTI,42,Male,Enterprise,105.1,52,9,Credit Card,2,25,No
8734-DKSTZ,41,Female,Enterprise,85.95,10,8,Credit Card,4,16,No
4360-PNRQB,30,Male,Premium,75.6,18,10,Net Banking,2,8,No
6152-ONASV,24,Female,Basic,58.25,68,5,Net Banking,4,35,No
9063-ZGTUY,53,Female,Basic,19.4,61,7,Credit Card,2,21,Yes
7781-HVGMK,62,Female,Premium,65.2,72,9,Credit Card,1,19,No
2181-UAESM,37,Male,Enterprise,53.45,2,0,Net Banking,3,11,No
2957-LOLHO,18,Male,Basic,45.4,12,9,UPI,8,11,Yes
6048-NJXHX,25,Male,Basic,19.75,41,10,Net Banking,5,11,No
2320-SLKMB,63,Female,Enterprise,44.45,26,6,Debit Card,4,22,No
4980-URKXC,33,Male,Enterprise,20.85,36,2,Net Banking,5,21,No
4376-KFVRS,31,Male,Basic,114.05,72,8,Net Banking,6,27,No
5886-VLQVU,29,Male,Enterprise,89.85,35,5,Net Banking,6,18,No
3577-AMVUX,68,Male,Basic,55.05,1,4,Net Banking,5,40,No
0771-WLCLA,40,Female,Enterprise,112.95,16,7,Net Banking,6,38,No
5628-RKIFK,32,Female,Enterprise,101.55,49,7,Net Banking,9,30,No
0206-TBWLC,45,Female,Premium,114.65,54,2,UPI,5,33,No
2937-FTHUR,51,Female,Enterprise,64.8,18,1,Net Banking,6,21,No
1910-FMXJM,19,Female,Premium,80.4,36,1,Credit Card,4,2,No
7752-XUSCI,49,Female,Enterprise,105.9,60,4,Net Banking,3,13,Yes
4110-PFEUZ,40,Female,Basic,69.55,1,9,UPI,6,2,Yes
0732-OCQOC,39,Female,Basic,25.05,52,6,Debit Card,5,31,No
5168-MSWXT,68,Male,Enterprise,94.75,8,7,Credit Card,4,10,No
1090-ESELR,42,Male,Enterprise,105.5,72,9,Net Banking,5,23,No
8592-PLTMQ,39,Female,Basic,24.7,64,7,Net Banking,7,22,No
5760-WRAHC,39,Female,Enterprise,69.75,22,7,Credit Card,1,29,No
8847-GEOOQ,66,Male,Premium,60.2,60,9,Net Banking,1,33,No
0256-LTHVJ,69,Female,Premium,81.05,28,10,UPI,1,31,Yes
4785-FCIFB,59,Female,Premium,24.4,61,2,Net Banking,2,14,No
8313-NDOIA,23,Female,Premium,104.15,24,10,Debit Card,9,10,No
5149-CUZUJ,32,Male,Premium,92.9,28,1,UPI,5,18,No
0942-KOWSM,60,Female,Enterprise,80.8,30,3,Net Banking,9,11,No
4237-CLSMM,54,Male,Enterprise,20.0,2,0,Debit Card,5,39,No
1452-VOQCH,50,Male,Premium,75.1,1,2,Credit Card,7,3,No
4719-UMSIY,25,Male,Enterprise,19.65,6,10,UPI,6,2,No
6614-VBEGU,61,Female,Enterprise,69.45,24,8,Net Banking,2,8,No
0880-TKATG,61,Male,Premium,101.15,4,6,Net Banking,3,31,Yes
3811-VBYBZ,22,Male,Enterprise,99.8,7,6,Credit Card,5,8,Yes
1480-BKXGA,56,Male,Enterprise,116.05,72,0,Credit Card,4,2,No
2996-XAUVF,21,Male,Enterprise,40.05,70,6,UPI,6,22,No
9076-AXYIK,23,Male,Premium,102.1,64,9,UPI,8,5,No
5968-XQIVE,62,Male,Enterprise,89.7,72,6,UPI,8,7,No
8896-RAZCR,49,Female,Basic,19.9,44,3,Net Banking,3,20,No
4640-UHDOS,69,Female,Basic,55.95,13,6,Net Banking,4,28,Yes
4933-IKULF,47,Female,Premium,20.65,17,7,UPI,1,13,No
3583-EKAPL,64,Male,Basic,55.0,1,2,Net Banking,2,2,Yes
1304-BCCFO,52,Male,Premium,70.05,9,9,Credit Card,9,32,No
4104-PVRPS,57,Male,Basic,53.6,24,1,Debit Card,10,26,No
9399-APLBT,69,Female,Basic,74.7,1,6,Net Banking,10,3,Yes
2359-KMGLI,33,Male,Basic,80.25,24,4,UPI,2,13,Yes
3780-DDGSE,30,Male,Premium,76.05,35,4,Net Banking,6,21,No
4431-EDMIQ,67,Female,Premium,75.7,7,4,Credit Card,7,37,No
0306-JAELE,59,Male,Enterprise,96.1,5,6,UPI,6,23,Yes
6227-HWPWX,47,Female,Premium,69.0,15,8,Debit Card,8,7,Yes
0486-LGCCH,36,Male,Basic,19.65,11,10,UPI,9,17,No
0447-BEMNG,34,Female,Basic,45.3,48,7,UPI,8,28,Yes
4612-SSVHJ,36,Female,Premium,81.45,20,5,UPI,5,30,No
5168-MQQCA,45,Female,Premium,108.5,72,6,Net Banking,8,5,No
5949-XIKAE,43,Female,Premium,83.55,8,8,Debit Card,10,24,Yes
7971-HLVXI,54,Male,Enterprise,84.5,72,10,Credit Card,10,7,No
9094-AZPHK,43,Female,Basic,100.15,15,5,Net Banking,9,34,No
3649-JPUGY,40,Male,Enterprise,88.6,72,0,Debit Card,8,33,No
4472-LVYGI,26,Female,Enterprise,52.55,0,3,Debit Card,2,27,No
8372-JUXUI,29,Male,Basic,74.35,1,7,Net Banking,2,14,Yes
3552-CTCYF,18,Male,Basic,104.8,63,6,UPI,3,19,No
6778-YSNIH,18,Female,Premium,59.0,2,2,Debit Card,7,38,No
0388-EOPEX,64,Female,Premium,74.4,2,9,Credit Card,9,12,Yes
5756-OZRIO,51,Male,Enterprise,64.05,61,2,Net Banking,8,3,No
6579-JPICP,49,Male,Premium,20.4,1,10,Debit Card,9,7,No
8205-OTCHB,65,Male,Premium,43.75,22,2,Credit Card,6,35,Yes
4134-BSXLX,42,Male,Basic,60.9,28,0,Credit Card,1,25,No
0505-SPOOW,57,Female,Basic,19.8,70,9,Credit Card,4,15,No
6235-VDHOM,62,Female,Premium,28.45,5,0,Credit Card,6,19,Yes
7783-YKGDV,18,Female,Basic,99.7,12,5,Net Banking,6,19,Yes
4374-YMUSQ,33,Male,Premium,116.25,34,0,Credit Card,8,23,No
4513-CXYIX,56,Female,Basic,80.7,71,4,Net Banking,1,11,No
3957-HHLMR,22,Female,Basic,65.2,70,3,Credit Card,2,21,No
7803-XOCCZ,39,Female,Basic,84.05,52,4,Credit Card,2,34,No
5736-YEJAX,46,Male,Basic,79.45,69,6,Net Banking,6,39,No
5609-CEBID,20,Female,Premium,94.1,20,5,UPI,7,7,Yes
8981-FJGLA,29,Male,Enterprise,78.0,11,8,Debit Card,2,27,No
7218-HKQFK,43,Male,Basic,94.2,2,5,Debit Card,5,23,Yes
4636-QRJKY,33,Female,Premium,80.5,6,8,Net Banking,6,38,Yes
1135-LMECX,68,Female,Premium,19.85,1,3,Credit Card,4,20,No
4332-MUOEZ,54,Male,Basic,94.3,20,0,Net Banking,1,27,No
8535-SFUTN,39,Male,Enterprise,106.45,61,0,Credit Card,3,8,No
5956-VKDTT,46,Female,Basic,74.35,5,9,Net Banking,10,37,Yes
8677-HDZEE,31,Female,Premium,105.45,56,6,Debit Card,9,3,No
2475-MROZF,45,Male,Enterprise,95.0,30,2,Net Banking,6,2,No
9412-GHEEC,22,Male,Premium,104.8,40,1,Debit Card,2,22,Yes
3482-ABPKK,64,Female,Basic,54.3,28,5,Debit Card,9,6,No
6705-LXORM,66,Female,Enterprise,70.05,5,5,Debit Card,4,39,No
0257-ZESQC,47,Female,Premium,75.2,27,6,Net Banking,8,40,Yes
7531-GQHME,63,Male,Premium,20.05,12,4,UPI,10,36,No
5174-ITUMV,69,Male,Premium,105.4,67,7,Net Banking,7,24,No
4109-CYRBD,22,Male,Basic,51.6,29,6,Net Banking,3,12,No
0913-XWSCN,29,Male,Enterprise,85.5,55,1,UPI,8,17,No
6825-UYPFK,33,Female,Basic,75.6,23,0,UPI,4,22,Yes
8397-MVTAZ,43,Male,Basic,100.05,34,8,Debit Card,2,19,Yes
0750-EBAIU,43,Male,Basic,91.25,52,4,Credit Card,5,9,No
8606-CIQUL,65,Male,Enterprise,115.75,72,10,Credit Card,1,12,No
3571-DPYUH,38,Male,Basic,94.7,58,4,Debit Card,8,32,No
7601-GNDYK,56,Male,Basic,19.6,35,9,Net Banking,8,31,No
0356-OBMAC,53,Female,Basic,99.9,56,3,Credit Card,3,17,No
8067-NIOYM,50,Female,Basic,21.1,24,1,Net Banking,1,23,No
1403-GYAFU,47,Male,Premium,20.05,70,4,UPI,4,10,No
4234-XTNEA,54,Male,Basic,79.95,2,1,UPI,9,30,No
1297-VQDRP,40,Male,Premium,107.15,68,6,Debit Card,9,19,No
9282-IZGQK,27,Female,Basic,85.0,1,10,Net Banking,1,26,Yes
5348-CAGXB,22,Male,Enterprise,89.55,12,8,Debit Card,7,26,No
0621-HJWXJ,53,Female,Premium,81.55,63,8,Credit Card,6,11,No
5844-QVTAT,51,Female,Premium,58.45,33,10,Credit Card,7,20,No
8905-IAZPF,69,Female,Premium,95.65,69,5,Credit Card,7,4,No
5394-MEITZ,48,Female,Premium,80.6,60,0,Net Banking,8,12,No
6859-QNXIQ,27,Female,Enterprise,113.1,72,5,Debit Card,8,25,No
2782-LFZVW,36,Female,Basic,58.95,11,4,Debit Card,10,10,No
2866-IKBTM,49,Female,Premium,19.55,1,3,Credit Card,2,22,No
1342-JPNKI,18,Male,Enterprise,86.05,10,5,Debit Card,4,7,Yes
2817-NTQDO,22,Male,Premium,45.55,13,5,UPI,4,24,Yes
7129-AZJDE,62,Male,Basic,78.95,34,5,UPI,10,2,No
6986-IJDHX,21,Male,Premium,86.3,39,1,UPI,8,32,Yes
2560-PPCHE,33,Female,Enterprise,105.05,65,6,UPI,3,21,No
4676-MQUEA,41,Male,Basic,101.9,50,3,Debit Card,3,7,No
8138-EALND,33,Male,Enterprise,19.75,15,8,UPI,2,8,No
3580-HYCSP,19,Male,Basic,110.3,72,9,UPI,1,38,No
1352-HNSAW,66,Female,Basic,115.6,72,1,UPI,8,21,No
2075-PUEPR,45,Male,Basic,19.35,55,4,UPI,9,8,No
1982-FEBTD,49,Female,Premium,25.6,23,3,UPI,9,25,No
5301-GAUUY,44,Male,Enterprise,80.35,32,8,Net Banking,8,28,Yes
5791-KAJFD,37,Female,Enterprise,68.75,56,3,Net Banking,5,28,No
2654-VBVPB,41,Female,Enterprise,19.9,1,7,UPI,1,31,No
1154-HYWWO,29,Male,Basic,70.6,38,7,UPI,9,36,No
2501-XWWTZ,67,Male,Premium,70.2,11,5,Debit Card,6,25,No
3716-UVSPD,52,Male,Basic,49.3,1,5,UPI,7,37,No
6815-ABQFQ,50,Male,Enterprise,107.25,56,10,Credit Card,8,38,No
7343-EOBEU,50,Male,Premium,23.6,3,7,Net Banking,5,12,No
3701-SFMUH,68,Male,Premium,69.7,7,9,UPI,6,37,No
6103-LIANB,60,Male,Premium,99.5,59,8,Net Banking,7,37,No
7319-VENRZ,54,Male,Enterprise,64.3,7,4,UPI,7,31,No
5846-NEQVZ,29,Male,Premium,70.85,71,10,Credit Card,2,18,No
6967-QIQRV,20,Male,Premium,101.9,15,0,UPI,1,26,No
5781-RFZRP,18,Male,Basic,73.5,71,0,Net Banking,8,6,No
0939-YAPAF,50,Female,Basic,100.25,35,1,Net Banking,5,9,Yes
0308-IVGOK,57,Female,Premium,40.4,11,9,Net Banking,10,11,No
7293-LSCDV,27,Female,Premium,19.25,60,9,Debit Card,2,31,No
7025-WCBNE,60,Male,Basic,59.6,47,4,Net Banking,3,2,No
5756-JYOJT,61,Female,Basic,64.9,11,3,UPI,6,29,No
4710-FDUIZ,46,Male,Basic,100.3,56,0,Credit Card,10,5,Yes
6030-REHUX,30,Female,Enterprise,110.85,28,3,Credit Card,6,23,No
9548-LIGTA,29,Male,Enterprise,81.05,61,3,UPI,8,36,No
5150-LJNSR,48,Male,Basic,98.05,31,9,Debit Card,5,7,No
8270-RKSAP,63,Male,Premium,70.5,9,3,UPI,5,13,No
6522-YRBXD,19,Male,Basic,94.55,35,0,Net Banking,7,10,No
2640-LYMOV,68,Male,Enterprise,19.65,2,8,Debit Card,10,36,No
1218-VKFPE,67,Female,Premium,19.0,12,2,UPI,5,16,Yes
3627-FHKBK,52,Female,Enterprise,75.3,1,3,Debit Card,9,15,Yes
2865-TCHJW,40,Female,Premium,89.2,4,4,Credit Card,6,19,Yes
1423-BMPBQ,34,Female,Enterprise,19.0,1,6,UPI,7,21,No
2393-DIVAI,43,Female,Premium,20.0,3,5,UPI,8,35,No
5192-EBGOV,25,Female,Premium,85.7,1,4,Credit Card,5,15,Yes
4568-KNYWR,46,Male,Premium,63.25,52,7,Debit Card,4,14,No
8752-IMQOS,43,Male,Premium,20.1,5,0,Credit Card,8,29,No
0742-LAFQK,27,Male,Enterprise,99.15,72,6,Debit Card,10,5,No
0795-LAFGP,43,Male,Enterprise,90.4,71,5,UPI,9,18,No
0619-OLYUR,51,Male,Premium,111.9,72,10,Debit Card,1,1,No
5512-IDZEI,68,Male,Premium,24.9,46,4,Debit Card,3,27,No
0459-SPZHJ,58,Male,Enterprise,83.5,63,6,Net Banking,4,27,No
0215-BQKGS,24,Male,Premium,84.3,30,2,Net Banking,7,25,No
9244-ZVAPM,21,Male,Premium,45.6,1,0,Net Banking,6,21,No
0719-SYFRB,67,Female,Premium,61.65,12,8,Credit Card,10,14,Yes
8208-EUMTE,62,Male,Basic,54.85,16,1,Credit Card,10,20,No
5172-MIGPM,28,Male,Premium,65.55,4,9,Net Banking,1,28,No
1710-RCXUS,46,Male,Basic,90.35,51,2,UPI,4,21,No
0374-FIUCA,53,Male,Premium,20.4,65,7,UPI,6,23,No
5839-SUYVZ,42,Male,Enterprise,74.55,16,9,UPI,3,11,No
5173-ZXXXL,38,Male,Basic,19.95,2,8,Credit Card,2,2,No
1096-ADRUX,53,Female,Basic,74.25,66,2,Debit Card,2,20,No
2001-MCUUW,27,Male,Premium,108.65,46,5,Credit Card,10,24,No
2731-GJRDG,54,Female,Premium,109.55,32,6,Net Banking,4,25,No
4723-BEGSG,26,Male,Basic,86.65,72,0,Debit Card,1,37,No
6516-NKQBO,41,Male,Enterprise,81.0,38,6,UPI,10,22,No
8672-OAUPW,52,Male,Enterprise,47.85,51,3,Credit Card,2,24,No
8207-DMRVL,66,Male,Premium,114.55,72,4,Credit Card,10,15,No
3419-SNJJD,52,Female,Enterprise,105.25,65,7,Net Banking,2,12,Yes
6543-CPZMK,65,Male,Enterprise,29.95,9,3,UPI,4,31,Yes
4765-OXPPD,53,Female,Premium,65.0,9,3,Credit Card,4,31,Yes
2804-ETQDK,35,Male,Enterprise,20.55,66,7,Credit Card,1,30,No
6689-VRRTK,66,Female,Premium,109.8,44,4,Debit Card,7,20,No
7138-GIRSH,56,Male,Basic,69.5,50,5,Credit Card,7,8,No
9396-ZSFLL,49,Female,Premium,48.85,15,10,Debit Card,10,30,No
6464-KEXXH,41,Male,Basic,25.25,8,4,Credit Card,10,35,No
7134-MJPDY,40,Female,Basic,102.85,66,0,UPI,10,21,No
5240-CAOYT,49,Female,Enterprise,87.55,57,6,Net Banking,1,40,No
4059-IIEBK,54,Female,Enterprise,78.55,7,5,UPI,8,28,No
4881-JVQOD,29,Male,Enterprise,34.55,10,1,Net Banking,10,39,No
0516-UXRMT,66,Female,Premium,92.05,62,10,Credit Card,7,17,No
4851-BQDNX,30,Male,Enterprise,85.05,40,6,UPI,7,12,No
5148-HKFIR,40,Female,Basic,19.7,20,5,Debit Card,6,18,No
1009-IRMNA,42,Female,Enterprise,20.0,7,4,Net Banking,4,28,Yes
3003-CMDUU,52,Female,Enterprise,95.15,25,7,Net Banking,8,3,No
5016-IBERQ,58,Male,Premium,84.25,23,4,Credit Card,2,15,No
6797-UCJHZ,47,Female,Premium,104.6,66,10,Net Banking,7,16,No
2469-DTSGX,34,Female,Basic,111.65,72,1,Net Banking,3,22,No
4554-YGZIH,66,Male,Premium,90.05,49,5,Net Banking,3,31,Yes
5099-BAILX,37,Male,Enterprise,110.75,43,0,Credit Card,7,31,Yes
9931-KGHOA,65,Female,Premium,55.0,46,4,UPI,3,1,No
1775-KWJKQ,42,Male,Basic,89.85,72,5,Credit Card,5,11,No
7665-VIGUD,39,Male,Enterprise,20.35,10,6,Debit Card,8,6,No
9411-TPQQV,30,Female,Basic,54.55,40,1,Net Banking,4,23,No
7207-RMRDB,36,Female,Premium,105.5,65,0,Net Banking,7,9,Yes
7954-MLBUN,66,Male,Premium,99.45,31,5,UPI,7,16,No
2077-DDHJK,53,Female,Basic,70.9,68,2,Net Banking,2,38,No
4913-EHYUI,29,Male,Enterprise,104.55,56,4,UPI,8,19,Yes
0195-IESCP,58,Male,Premium,85.25,10,10,Net Banking,10,13,Yes
9574-BOSMD,36,Male,Premium,25.4,68,1,Net Banking,10,32,No
4580-TMHJU,29,Female,Enterprise,56.15,43,0,Credit Card,9,36,Yes
0970-ETWGE,26,Male,Premium,89.55,1,0,Credit Card,6,9,Yes
4908-XAXAY,24,Female,Basic,89.85,49,10,Debit Card,5,37,No
8404-VLQFB,45,Female,Premium,25.25,15,3,UPI,1,31,No
1626-ERCMM,31,Male,Premium,94.55,20,9,Debit Card,1,31,Yes
0887-HJGAR,48,Male,Enterprise,45.7,1,1,Credit Card,9,19,Yes
2391-IPLOP,69,Male,Basic,69.65,50,0,UPI,4,2,No
5644-PDMZC,36,Female,Enterprise,89.5,2,5,Credit Card,1,32,Yes
3509-GWQGF,64,Male,Premium,70.0,24,3,UPI,10,34,No
9576-ANLXO,33,Female,Premium,69.55,3,9,Net Banking,3,1,Yes
2024-BASKD,22,Female,Enterprise,74.6,1,6,Debit Card,6,21,Yes
5845-BZZIB,52,Male,Enterprise,20.1,35,10,Debit Card,8,3,No
1140-UKVZG,29,Female,Enterprise,24.8,17,5,UPI,10,27,No
4160-AMJTL,42,Female,Basic,19.65,8,4,Debit Card,2,7,Yes
5183-SNMJQ,69,Male,Premium,95.1,10,9,Credit Card,8,33,No
8100-PNJMH,38,Male,Enterprise,88.85,68,1,Debit Card,1,9,No
7838-LAZFO,53,Male,Premium,78.8,45,4,UPI,2,30,No
4464-JCOLN,40,Male,Basic,19.85,2,8,Debit Card,8,18,Yes
2085-JVGAD,33,Male,Basic,20.35,37,8,Debit Card,7,26,No
5650-VDUDS,56,Female,Basic,24.25,4,1,Credit Card,5,20,Yes
8095-WANWK,62,Female,Basic,45.25,10,6,Net Banking,10,38,No
3030-ZKIWL,59,Male,Premium,20.05,1,9,Credit Card,2,31,No
9565-FLVCG,56,Male,Basic,69.55,65,3,Debit Card,9,8,No
8755-OGKNA,31,Female,Basic,19.5,57,2,Debit Card,5,23,No
2800-VEQXM,48,Female,Enterprise,74.75,3,10,Net Banking,8,25,No
7538-GWHML,22,Female,Basic,69.65,2,0,Net Banking,4,1,Yes
5533-RJFTJ,52,Male,Enterprise,30.2,49,2,Credit Card,9,18,No
3859-CVCET,40,Female,Basic,45.65,4,10,Net Banking,10,19,Yes
0214-JHPFW,46,Female,Basic,57.8,70,8,Credit Card,7,6,No
5642-MHDQT,60,Female,Enterprise,19.85,53,8,UPI,2,17,No
3088-FVYWK,28,Male,Basic,25.55,53,6,Debit Card,3,8,No
3276-HDUEG,35,Female,Premium,75.05,1,2,Net Banking,2,9,Yes
9092-GDZKO,64,Male,Premium,24.85,22,2,UPI,5,37,No
0823-HSCDJ,29,Male,Basic,49.15,52,3,UPI,2,27,Yes
3729-OWRVL,26,Male,Premium,110.35,65,6,Credit Card,5,36,No
2324-AALNO,27,Female,Enterprise,24.55,48,6,Credit Card,9,6,No
0822-GAVAP,61,Female,Basic,34.7,2,1,Net Banking,2,6,Yes
5760-IFJOZ,34,Male,Basic,107.95,3,4,Credit Card,9,4,No
2826-UWHIS,55,Male,Enterprise,81.4,45,6,UPI,7,22,No
1448-PWKYE,24,Male,Enterprise,80.0,1,6,UPI,7,40,Yes
7501-IWUNG,63,Female,Enterprise,73.8,61,5,Debit Card,5,27,No
4957-TREIR,30,Male,Basic,64.4,3,9,UPI,8,37,No
7251-LJBQN,57,Female,Enterprise,103.75,40,9,Net Banking,7,2,No
8040-MNRTF,59,Female,Enterprise,71.1,1,7,Debit Card,6,9,No
1536-HBSWP,26,Female,Premium,49.9,1,2,Credit Card,2,11,No
5313-FPXWG,67,Male,Premium,24.6,51,0,Debit Card,6,20,No
0067-DKWBL,44,Male,Basic,49.25,2,2,UPI,2,39,Yes
0946-FKYTX,19,Male,Premium,30.1,52,10,Net Banking,1,14,No
5076-YVXCM,22,Male,Premium,83.4,51,1,Credit Card,9,26,No
8262-COGGB,46,Male,Enterprise,20.45,1,1,Credit Card,5,38,No
6663-JOCQO,54,Male,Enterprise,75.25,31,1,UPI,10,30,No
9620-QJREV,55,Male,Premium,20.55,47,4,Net Banking,10,36,No
2276-YDAVZ,36,Female,Premium,75.1,3,0,UPI,4,38,Yes
2682-KEVRP,25,Female,Premium,20.05,22,9,UPI,8,35,No
2480-JZOSN,65,Female,Basic,20.65,1,3,Net Banking,5,6,No
0078-XZMHT,62,Male,Basic,85.15,72,9,UPI,7,3,No
5896-NPFWW,18,Male,Basic,50.15,3,4,Net Banking,3,1,Yes
9978-HYCIN,39,Male,Premium,84.95,47,1,Net Banking,8,18,No
8338-QIUNR,69,Male,Premium,66.5,72,4,UPI,8,23,No
1525-LNLOJ,34,Male,Basic,63.3,66,9,UPI,3,32,No
9450-TRJUU,24,Male,Basic,83.15,35,3,Debit Card,9,29,No
1766-GKNMI,42,Male,Premium,84.9,29,7,Credit Card,8,23,No
6942-LBFDP,62,Female,Enterprise,20.55,2,0,Credit Card,1,36,No
1456-TWCGB,21,Male,Basic,49.25,4,4,Net Banking,8,6,No
7133-VBDCG,53,Female,Premium,79.85,25,10,Debit Card,4,17,Yes
7596-ZYWBB,23,Female,Premium,59.6,65,9,Net Banking,6,18,No
8329-UTMVM,48,Male,Enterprise,104.65,27,0,Debit Card,10,31,No
3014-WJKSM,36,Male,Premium,75.3,29,9,Net Banking,9,6,No
3347-YJZZE,61,Male,Premium,80.1,29,9,Credit Card,5,34,No
1029-QFBEN,56,Male,Basic,19.55,1,3,Debit Card,7,27,Yes
7929-DMBCV,44,Female,Basic,81.0,20,7,UPI,1,36,No
9661-JALZV,27,Female,Enterprise,24.7,58,0,UPI,9,25,No
5433-KYGHE,43,Female,Enterprise,86.0,14,10,Credit Card,6,10,No
4312-KFRXN,36,Male,Premium,25.4,72,1,Debit Card,4,39,No
5575-TPIZQ,56,Male,Basic,89.15,46,0,UPI,6,39,No
